Id	Name	Element Type	Element Category	Unique Id2	WorksetId
605658	Legend Component - Dimension Lumber-Column (3D)		Legend Components	0f5b0471-f265-48b9-af77-674f69a9557e-00093dda	Shared Levels & Grids
606347	"Wall - 8"""	"Wall - 8"""	Walls	0f5b0471-f265-48b9-af77-674f69a9557e-0009408b	Shared Levels & Grids
606351	5th Floor Curtain Walls	5th Floor Curtain Walls	Walls	0f5b0471-f265-48b9-af77-674f69a9557e-0009408f	Shared Levels & Grids
606352	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094090	Shared Levels & Grids
606353	5th Floor Curtain Walls	5th Floor Curtain Walls	Walls	0f5b0471-f265-48b9-af77-674f69a9557e-00094091	Shared Levels & Grids
606354	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094092	Shared Levels & Grids
606355	5th Floor Curtain Walls	5th Floor Curtain Walls	Walls	0f5b0471-f265-48b9-af77-674f69a9557e-00094093	Shared Levels & Grids
606356	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094094	Shared Levels & Grids
606357	5th Floor Curtain Walls	5th Floor Curtain Walls	Walls	0f5b0471-f265-48b9-af77-674f69a9557e-00094095	Shared Levels & Grids
606358	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094096	Shared Levels & Grids
606365	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-0009409d	Shared Levels & Grids
606366	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009409e	Shared Levels & Grids
606367	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-0009409f	Shared Levels & Grids
606368	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940a0	Shared Levels & Grids
606369	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940a1	Shared Levels & Grids
606370	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940a2	Shared Levels & Grids
606371	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940a3	Shared Levels & Grids
606372	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940a4	Shared Levels & Grids
606373	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940a5	Shared Levels & Grids
606374	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940a6	Shared Levels & Grids
606375	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940a7	Shared Levels & Grids
606376	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940a8	Shared Levels & Grids
606377	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940a9	Shared Levels & Grids
606378	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940aa	Shared Levels & Grids
606379	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940ab	Shared Levels & Grids
606380	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940ac	Shared Levels & Grids
606396	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940bc	Shared Levels & Grids
606397	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940bd	Shared Levels & Grids
606398	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940be	Shared Levels & Grids
606399	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940bf	Shared Levels & Grids
606400	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c0	Shared Levels & Grids
606401	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c1	Shared Levels & Grids
606402	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c2	Shared Levels & Grids
606403	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c3	Shared Levels & Grids
606404	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c4	Shared Levels & Grids
606405	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c5	Shared Levels & Grids
606406	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c6	Shared Levels & Grids
606407	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c7	Shared Levels & Grids
606408	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c8	Shared Levels & Grids
606409	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940c9	Shared Levels & Grids
606410	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940ca	Shared Levels & Grids
606411	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940cb	Shared Levels & Grids
606412	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940cc	Shared Levels & Grids
606413	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940cd	Shared Levels & Grids
606414	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940ce	Shared Levels & Grids
606415	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940cf	Shared Levels & Grids
606416	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d0	Shared Levels & Grids
606417	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d1	Shared Levels & Grids
606418	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d2	Shared Levels & Grids
606419	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d3	Shared Levels & Grids
606420	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d4	Shared Levels & Grids
606421	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d5	Shared Levels & Grids
606422	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d6	Shared Levels & Grids
606423	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d7	Shared Levels & Grids
606424	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d8	Shared Levels & Grids
606425	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940d9	Shared Levels & Grids
606426	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940da	Shared Levels & Grids
606427	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940db	Shared Levels & Grids
606428	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940dc	Shared Levels & Grids
606429	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940dd	Shared Levels & Grids
606430	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940de	Shared Levels & Grids
606431	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940df	Shared Levels & Grids
606432	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940e0	Shared Levels & Grids
606433	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940e1	Shared Levels & Grids
606434	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940e2	Shared Levels & Grids
606435	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000940e3	Shared Levels & Grids
606450	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940f2	Shared Levels & Grids
606451	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f3	Shared Levels & Grids
606452	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f4	Shared Levels & Grids
606453	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f5	Shared Levels & Grids
606454	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940f6	Shared Levels & Grids
606455	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f7	Shared Levels & Grids
606456	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f8	Shared Levels & Grids
606457	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940f9	Shared Levels & Grids
606458	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940fa	Shared Levels & Grids
606459	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940fb	Shared Levels & Grids
606460	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940fc	Shared Levels & Grids
606461	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940fd	Shared Levels & Grids
606462	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-000940fe	Shared Levels & Grids
606463	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-000940ff	Shared Levels & Grids
606464	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094100	Shared Levels & Grids
606465	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094101	Shared Levels & Grids
606477	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009410d	Shared Levels & Grids
606478	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009410e	Shared Levels & Grids
606479	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009410f	Shared Levels & Grids
606480	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094110	Shared Levels & Grids
606481	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094111	Shared Levels & Grids
606482	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094112	Shared Levels & Grids
606483	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094113	Shared Levels & Grids
606484	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094114	Shared Levels & Grids
606485	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094115	Shared Levels & Grids
606486	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094116	Shared Levels & Grids
606487	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094117	Shared Levels & Grids
606488	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094118	Shared Levels & Grids
606489	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094119	Shared Levels & Grids
606490	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411a	Shared Levels & Grids
606491	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411b	Shared Levels & Grids
606492	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411c	Shared Levels & Grids
606493	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411d	Shared Levels & Grids
606494	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411e	Shared Levels & Grids
606495	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009411f	Shared Levels & Grids
606496	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094120	Shared Levels & Grids
606497	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094121	Shared Levels & Grids
606498	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094122	Shared Levels & Grids
606499	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094123	Shared Levels & Grids
606500	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094124	Shared Levels & Grids
606501	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094125	Shared Levels & Grids
606502	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094126	Shared Levels & Grids
606503	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094127	Shared Levels & Grids
606504	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094128	Shared Levels & Grids
606524	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-0009413c	Shared Levels & Grids
606525	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009413d	Shared Levels & Grids
606526	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009413e	Shared Levels & Grids
606527	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009413f	Shared Levels & Grids
606536	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-00094148	Shared Levels & Grids
606537	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094149	Shared Levels & Grids
606538	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009414a	Shared Levels & Grids
606539	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009414b	Shared Levels & Grids
606540	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-0009414c	Shared Levels & Grids
606541	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009414d	Shared Levels & Grids
606542	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009414e	Shared Levels & Grids
606543	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009414f	Shared Levels & Grids
606544	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-00094150	Shared Levels & Grids
606545	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094151	Shared Levels & Grids
606546	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094152	Shared Levels & Grids
606547	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094153	Shared Levels & Grids
606548	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-00094154	Shared Levels & Grids
606549	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094155	Shared Levels & Grids
606550	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094156	Shared Levels & Grids
606551	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094157	Shared Levels & Grids
606552	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-00094158	Shared Levels & Grids
606553	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-00094159	Shared Levels & Grids
606554	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009415a	Shared Levels & Grids
606555	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009415b	Shared Levels & Grids
606556	Grid Line		Walls - Curtain Wall Grids	0f5b0471-f265-48b9-af77-674f69a9557e-0009415c	Shared Levels & Grids
606557	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009415d	Shared Levels & Grids
606558	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009415e	Shared Levels & Grids
606559	Glazed	"Family Type: Glazed, Family: System Panel"	Curtain Panels	0f5b0471-f265-48b9-af77-674f69a9557e-0009415f	Shared Levels & Grids
606593	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094181	Shared Levels & Grids
606596	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094184	Shared Levels & Grids
606599	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094187	Shared Levels & Grids
606602	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009418a	Shared Levels & Grids
606605	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009418d	Shared Levels & Grids
606606	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009418e	Shared Levels & Grids
606607	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009418f	Shared Levels & Grids
606614	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094196	Shared Levels & Grids
606615	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094197	Shared Levels & Grids
606616	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094198	Shared Levels & Grids
606617	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-00094199	Shared Levels & Grids
606618	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419a	Shared Levels & Grids
606619	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419b	Shared Levels & Grids
606620	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419c	Shared Levels & Grids
606621	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419d	Shared Levels & Grids
606622	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419e	Shared Levels & Grids
606623	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-0009419f	Shared Levels & Grids
606624	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a0	Shared Levels & Grids
606625	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a1	Shared Levels & Grids
606626	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a2	Shared Levels & Grids
606627	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a3	Shared Levels & Grids
606628	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a4	Shared Levels & Grids
606629	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a5	Shared Levels & Grids
606630	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a6	Shared Levels & Grids
606631	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a7	Shared Levels & Grids
606632	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a8	Shared Levels & Grids
606633	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941a9	Shared Levels & Grids
606634	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941aa	Shared Levels & Grids
606635	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941ab	Shared Levels & Grids
606636	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941ac	Shared Levels & Grids
606637	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941ad	Shared Levels & Grids
606638	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941ae	Shared Levels & Grids
606639	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941af	Shared Levels & Grids
606640	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941b0	Shared Levels & Grids
606641	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941b1	Shared Levels & Grids
606642	2x5	"Family Type: 2x5, Family: Rectangular Mullion"	Curtain Wall Mullions	0f5b0471-f265-48b9-af77-674f69a9557e-000941b2	Shared Levels & Grids
